ORIGIN,DEST,PASSENGERS,FARE,DISTANCE,COUPONS,YEAR,QUARTER
DCA,TPA,1685,214.12675158805519,1608,2,2024,3
DCA,TUS,880,215.8424027165631,1964,2,2024,3
DEN,DFW,5728,354.9471946684293,1690,2,2024,3
DEN,DTW,391,208.10742451457978,1123,2,2024,3
DEN,EWR,25440,363.12144198315866,1607,2,2024,3
DEN,FLL,657,342.72179343490996,2075,1,2024,3
DEN,IAD,1401,261.289062752077,1477,1,2024,3
DEN,IAH,3710,224.81524420577233,1813,2,2024,3
DEN,IND,5201,138.30453913691548,1066,2,2024,3
DEN,JAX,483,349.3038399029435,1814,2,2024,3
DEN,LAS,20734,487.6549005285841,2402,2,2024,3
DEN,LAX,10059,373.0789220396595,2633,2,2024,3
DEN,MCI,24890,228.84776696206947,1291,2,2024,3
DEN,MCO,4989,213.7733820842201,1893,1,2024,3
DEN,MKE,4929,220.4245043342654,969,1,2024,3
DEN,MSP,3209,143.33646178111135,1222,2,2024,3
DEN,MSY,1240,197.54969391988786,1721,1,2024,3
DEN,OAK,547,431.4754158592862,2729,2,2024,3
DEN,OMA,770,243.7445743618402,1304,2,2024,3
DEN,ONT,159,519.1391305546094,2597,2,2024,3
DEN,PDX,4561,366.8830813675089,2627,1,2024,3
DEN,PHX,3478,459.2745211630319,2328,1,2024,3
DEN,PIT,1480,157.3519613445005,1298,2,2024,3
DEN,RDU,17865,196.04891971411743,1531,2,2024,3
DEN,RNO,4208,411.5197162278544,2411,1,2024,3
DEN,RSW,3979,235.7768938163564,2021,1,2024,3
DEN,SAN,3885,430.5350538749481,2611,1,2024,3
DEN,SAT,13756,236.50764594922575,1930,2,2024,3
DEN,SEA,816,360.9115184364873,2609,2,2024,3
DEN,SFO,2552,272.46317262356956,2734,2,2024,3
DEN,SJC,4392,553.7782123840454,2717,2,2024,3
DEN,SLC,8929,290.95034865811755,2137,2,2024,3
DEN,SMF,985,450.77036615731475,2681,2,2024,3
DEN,STL,3250,224.2121066419528,1146,2,2024,3
DEN,TPA,2929,207.44604439604927,1899,1,2024,3
DEN,TUS,37747,239.23955828434808,2255,2,2024,3
DFW,DTW,1607,218.7004995560995,1037,2,2024,3
DFW,EWR,2562,257.5246665899113,1521,1,2024,3
DFW,FLL,7769,272.8034361989432,1989,2,2024,3
DFW,IAD,24065,243.30466748137235,1391,2,2024,3
DFW,IAH,519,255.7499323357392,1727,2,2024,3
DFW,IND,2879,228.2762810376065,980,1,2024,3
DFW,JAX,1699,184.10345949054548,1728,2,2024,3
DFW,LAS,82,428.9953910385684,2316,2,2024,3
DFW,LAX,438,252.39650583548334,2547,2,2024,3
DFW,MCI,5311,288.14402616439713,1205,1,2024,3
DFW,MCO,3942,210.21360580408404,1807,2,2024,3
DFW,MKE,9619,165.86375127837715,883,1,2024,3
DFW,MSP,3872,152.7896537646265,1136,2,2024,3
DFW,MSY,994,317.569849962301,1635,2,2024,3
DFW,OAK,515,391.9643803903536,2643,1,2024,3
DFW,OMA,358,277.3050660660131,1218,1,2024,3
DFW,ONT,1478,439.32838795385913,2511,2,2024,3
DFW,PDX,19195,320.7541577412676,2541,1,2024,3
DFW,PHX,102595,391.6162202724263,2242,1,2024,3
DFW,PIT,1626,236.35257814620715,1212,2,2024,3
DFW,RDU,4232,183.2182038260217,1445,1,2024,3
DFW,RNO,1303,365.116809557896,2325,2,2024,3
DFW,RSW,2332,213.62691886028475,1935,2,2024,3
DFW,SAN,5322,517.2159948797732,2525,1,2024,3
DFW,SAT,534,265.78999373236326,1844,1,2024,3
DFW,SEA,939,433.5760774089595,2523,2,2024,3
DFW,SFO,23888,335.41077958464274,2648,2,2024,3
DFW,SJC,11861,280.0454577835832,2631,1,2024,3
DFW,SLC,17973,355.26430080729966,2051,2,2024,3
DFW,SMF,1296,312.4483012459788,2595,2,2024,3
DFW,STL,29580,215.31986698199066,1060,2,2024,3
DFW,TPA,9292,196.27157547309488,1813,1,2024,3
DFW,TUS,1536,460.44815503477133,2169,2,2024,3
DTW,EWR,16225,191.77350305754229,954,1,2024,3
DTW,FLL,9045,177.05843638259066,1422,2,2024,3
DTW,IAD,20157,214.7544738973938,824,2,2024,3
DTW,IAH,841,198.94833924015225,1160,2,2024,3
DTW,IND,211,144.80610432469047,413,2,2024,3
DTW,JAX,2894,266.85409768609514,1161,2,2024,3
DTW,LAS,2663,241.35716510997833,1749,1,2024,3
DTW,LAX,3139,375.04004696594376,1980,2,2024,3
DTW,MCI,6163,173.84266948301297,638,1,2024,3
DTW,MCO,10904,167.37827149646216,1240,2,2024,3
DTW,MKE,23453,130.8017307991958,316,1,2024,3
DTW,MSP,7347,160.17811905238358,569,2,2024,3
DTW,MSY,1518,196.81017262103828,1068,1,2024,3
DTW,OAK,6411,350.6518409360225,2076,2,2024,3
DTW,OMA,51839,120.18152606637383,651,2,2024,3
DTW,ONT,12488,342.49489180419306,1944,1,2024,3
DTW,PDX,7146,237.55308050861433,1974,2,2024,3
DTW,PHX,2948,336.3542505147912,1675,2,2024,3
DTW,PIT,1126,145.754258032889,645,1,2024,3
DTW,RDU,670,152.92203727281318,878,1,2024,3
DTW,RNO,7859,298.3767609023128,1758,2,2024,3
DTW,RSW,1242,314.05681320189314,1368,2,2024,3
DTW,SAN,10668,274.0019467133592,1958,2,2024,3
DTW,SAT,11922,304.26399262348934,1277,2,2024,3
DTW,SEA,2306,301.4867350763019,1956,1,2024,3
DTW,SFO,5651,303.68246580628727,2081,2,2024,3
DTW,SJC,16341,374.03328787933543,2064,2,2024,3
DTW,SLC,409,304.56842185414183,1484,2,2024,3
DTW,SMF,26808,343.39601362558386,2028,2,2024,3
DTW,STL,1730,127.06082418852384,493,2,2024,3
DTW,TPA,5320,229.15432163033154,1246,2,2024,3
DTW,TUS,18744,221.8570969950869,1602,1,2024,3
EWR,FLL,9812,306.2030590083759,1906,2,2024,3
EWR,IAD,3125,274.8258227063915,1308,1,2024,3
EWR,IAH,2044,329.1029667713541,1644,2,2024,3
EWR,IND,727,151.7370445431775,897,2,2024,3
EWR,JAX,3017,190.71579704218985,1645,2,2024,3
EWR,LAS,39056,476.51965977800177,2233,1,2024,3
EWR,LAX,10392,419.67355054025995,2464,2,2024,3
EWR,MCI,25188,146.7276754336754,1122,2,2024,3
EWR,MCO,9659,352.39872890726184,1724,2,2024,3
EWR,MKE,68149,123.74682636600907,800,2,2024,3
EWR,MSP,40841,170.64752870602172,1053,2,2024,3
EWR,MSY,4983,221.82474360368937,1552,1,2024,3
EWR,OAK,284,324.1366418134835,2560,2,2024,3
EWR,OMA,8716,198.59151864847647,1135,2,2024,3
EWR,ONT,1814,275.40377870712524,2428,2,2024,3
EWR,PDX,3871,362.0288146993059,2458,1,2024,3
EWR,PHX,57581,405.6397814561377,2159,2,2024,3
EWR,PIT,902,241.3280407653339,1129,2,2024,3
EWR,RDU,6344,312.75185977924264,1362,2,2024,3
EWR,RNO,3471,290.1236650712827,2242,2,2024,3
EWR,RSW,2972,387.94299760083766,1852,2,2024,3
EWR,SAN,15882,363.55100444338655,2442,1,2024,3
EWR,SAT,1209,196.5891874357801,1761,2,2024,3
EWR,SEA,106,335.21543379322503,2440,1,2024,3
EWR,SFO,15193,256.7067290930161,2565,2,2024,3
EWR,SJC,4460,515.6591672743142,2548,2,2024,3
EWR,SLC,8747,296.1855169490096,1968,2,2024,3
EWR,SMF,13279,301.70354564566645,2512,2,2024,3
EWR,STL,614,179.1384552590059,977,1,2024,3
EWR,TPA,357,203.83285934970533,1730,2,2024,3
EWR,TUS,23148,264.3577443223639,2086,2,2024,3
FLL,IAD,5450,294.35569328065867,1776,2,2024,3
FLL,IAH,22596,421.20863083996204,2112,1,2024,3
FLL,IND,5256,242.62677669428618,1365,2,2024,3
FLL,JAX,2326,323.7893941939511,2113,2,2024,3
FLL,LAS,7765,400.2472122252377,2701,2,2024,3
FLL,LAX,15654,490.55774243195145,2932,2,2024,3
FLL,MCI,4162,323.9055928237342,1590,2,2024,3
FLL,MCO,1353,232.1395896300705,2192,1,2024,3
FLL,MKE,1530,168.14962912789835,1268,2,2024,3
FLL,MSP,1216,303.5318880821771,1521,2,2024,3
FLL,MSY,6549,410.43178751026164,2020,1,2024,3
FLL,OAK,2762,368.31904154933846,3028,2,2024,3
FLL,OMA,15172,274.09981420145584,1603,2,2024,3
FLL,ONT,3589,311.8063241654078,2896,2,2024,3
FLL,PDX,2128,529.6747405145339,2926,1,2024,3
FLL,PHX,22589,315.20692922543776,2627,2,2024,3
FLL,PIT,16017,280.8037287452183,1597,2,2024,3
FLL,RDU,1480,360.8141259459561,1830,2,2024,3
FLL,RNO,4466,310.0517196222581,2710,2,2024,3
FLL,RSW,14497,438.28562198713814,2320,2,2024,3
FLL,SAN,2441,338.27404465905596,2910,1,2024,3
FLL,SAT,2201,388.4158396097031,2229,2,2024,3
FLL,SEA,88998,305.91106507789146,2908,1,2024,3
FLL,SFO,813,555.8997756251023,3033,2,2024,3
FLL,SJC,3580,612.6437780940113,3016,2,2024,3
FLL,SLC,7951,413.43253620823134,2436,2,2024,3
FLL,SMF,3046,338.2210689575508,2980,2,2024,3
FLL,STL,17697,256.41953577985174,1445,2,2024,3
FLL,TPA,9624,239.5636879980775,2198,1,2024,3
FLL,TUS,6576,302.98288786552484,2554,1,2024,3
IAD,IAH,5194,293.815241268039,1514,2,2024,3
IAD,IND,29114,152.96775069153358,767,1,2024,3
IAD,JAX,167,253.90675621809558,1515,1,2024,3
IAD,LAS,1621,292.73480416244564,2103,2,2024,3
IAD,LAX,14235,257.6307351288383,2334,2,2024,3
IAD,MCI,9160,137.52715611935872,992,2,2024,3
IAD,MCO,45508,294.58311142420024,1594,2,2024,3
IAD,MKE,2487,128.03975443031914,670,1,2024,3
IAD,MSP,7392,194.0877521219381,923,2,2024,3
IAD,MSY,3890,273.801453837059,1422,2,2024,3
IAD,OAK,2009,286.9115991514461,2430,1,2024,3
IAD,OMA,5455,150.4254659425693,1005,1,2024,3
IAD,ONT,14906,408.93319266125,2298,2,2024,3
IAD,PDX,535,310.99769958146834,2328,2,2024,3
IAD,PHX,8720,409.9808731636484,2029,1,2024,3
IAD,PIT,5281,226.0691477374963,999,2,2024,3
IAD,RDU,7460,244.64614446996018,1232,2,2024,3
IAD,RNO,2809,239.35091563051094,2112,2,2024,3
IAD,RSW,21230,291.8814393831952,1722,2,2024,3
IAD,SAN,3367,485.08279965402426,2312,2,2024,3
IAD,SAT,1807,317.4513924438801,1631,1,2024,3
IAD,SEA,3522,302.3425713831361,2310,1,2024,3
IAD,SFO,8710,445.94461072865556,2435,1,2024,3
IAD,SJC,2733,243.01208796244046,2418,1,2024,3
IAD,SLC,991,368.91281641936774,1838,2,2024,3
IAD,SMF,20569,469.5725195839107,2382,2,2024,3
IAD,STL,6998,117.8587896483493,847,2,2024,3
IAD,TPA,63567,171.80142142328813,1600,2,2024,3
IAD,TUS,13393,267.007638888638,1956,2,2024,3
IAH,IND,357,236.07496937655614,1103,2,2024,3
IAH,JAX,16781,384.7346846350098,1851,2,2024,3
IAH,LAS,52496,261.5249219996425,2439,2,2024,3
IAH,LAX,4481,278.1380742398178,2670,1,2024,3
IAH,MCI,23049,246.8737123775846,1328,2,2024,3
IAH,MCO,17420,395.1363666555892,1930,2,2024,3
IAH,MKE,8554,190.1747529372965,1006,2,2024,3
IAH,MSP,1512,265.24537693937583,1259,2,2024,3
IAH,MSY,258,369.00230219729326,1758,2,2024,3
IAH,OAK,45297,448.1287841824255,2766,1,2024,3
IAH,OMA,28997,187.70757371969128,1341,2,2024,3
IAH,ONT,2789,399.07612838469794,2634,2,2024,3
IAH,PDX,1138,539.8898556160542,2664,2,2024,3
IAH,PHX,4306,402.9911405387355,2365,2,2024,3
IAH,PIT,51285,189.918488234365,1335,2,2024,3
IAH,RDU,1611,193.3905112586385,1568,2,2024,3
IAH,RNO,3816,507.81126225931615,2448,2,2024,3
IAH,RSW,489,352.9737999253281,2058,2,2024,3
IAH,SAN,3561,318.33087251721264,2648,2,2024,3
IAH,SAT,2537,383.8852862296077,1967,2,2024,3
IAH,SEA,1305,407.9965141148017,2646,2,2024,3
IAH,SFO,3172,294.41578012377477,2771,2,2024,3
IAH,SJC,11043,300.9865855599818,2754,2,2024,3
IAH,SLC,20263,340.3630087169089,2174,1,2024,3
IAH,SMF,4165,562.0783857263123,2718,2,2024,3
IAH,STL,1394,199.15130972185128,1183,2,2024,3
IAH,TPA,416,402.61339059341327,1936,1,2024,3
IAH,TUS,376,441.7398611898317,2292,1,2024,3
IND,JAX,15446,247.61781007981224,1104,2,2024,3
IND,LAS,1954,229.27594482659595,1692,2,2024,3
IND,LAX,5027,332.14928909605607,1923,2,2024,3
IND,MCI,2696,127.50050788172598,581,2,2024,3
IND,MCO,1059,152.95756727451013,1183,2,2024,3
IND,MKE,3313,61.95679643340858,259,2,2024,3
IND,MSP,4527,161.9647306422504,512,2,2024,3
IND,MSY,786,201.2887733998774,1011,2,2024,3
IND,OAK,33489,353.3305219556648,2019,1,2024,3
IND,OMA,16853,155.13876173354225,594,2,2024,3
IND,ONT,6205,393.08735381287846,1887,2,2024,3
IND,PDX,725,198.65065541526587,1917,2,2024,3
IND,PHX,4747,228.54171134467103,1618,2,2024,3
IND,PIT,1771,96.25542180809501,588,2,2024,3
IND,RDU,4637,144.73777223456253,821,1,2024,3
IND,RNO,17270,318.6650216905468,1701,2,2024,3
IND,RSW,7657,256.73955212385096,1311,2,2024,3
IND,SAN,18096,294.01055672128643,1901,1,2024,3
IND,SAT,1475,266.6990033507599,1220,1,2024,3
IND,SEA,3298,265.40136918006243,1899,2,2024,3
IND,SFO,13613,291.9831835011299,2024,2,2024,3
IND,SJC,18984,290.73596932874574,2007,2,2024,3
IND,SLC,21865,231.068248673103,1427,2,2024,3
IND,SMF,2541,235.96864541954136,1971,2,2024,3
IND,STL,12991,124.48843725186644,436,2,2024,3
IND,TPA,1735,198.01783637473065,1189,2,2024,3
IND,TUS,2947,292.295358874897,1545,2,2024,3
JAX,LAS,633,510.9189833585095,2440,2,2024,3
JAX,LAX,1658,463.3794958730347,2671,2,2024,3
JAX,MCI,1981,231.34219047990481,1329,1,2024,3
JAX,MCO,3947,283.79497214588775,1931,2,2024,3
JAX,MKE,3533,141.45892811629764,1007,2,2024,3
JAX,MSP,2315,262.56014330142045,1260,2,2024,3
JAX,MSY,9357,207.01324778332256,1759,1,2024,3
JAX,OAK,2589,363.38627576547503,2767,1,2024,3
JAX,OMA,23441,313.8609103711491,1342,2,2024,3
JAX,ONT,7023,537.9142518050083,2635,2,2024,3
JAX,PDX,382,419.03002655770956,2665,2,2024,3
JAX,PHX,744,381.6602713525977,2366,2,2024,3
JAX,PIT,10505,221.3308998381672,1336,2,2024,3
JAX,RDU,8551,216.2314554661738,1569,2,2024,3
JAX,RNO,3134,315.062221095947,2449,1,2024,3
JAX,RSW,1987,340.5033104818904,2059,2,2024,3
JAX,SAN,807,388.1998515652051,2649,2,2024,3
JAX,SAT,5775,312.23440283658226,1968,2,2024,3
JAX,SEA,21036,439.891695042168,2647,2,2024,3
JAX,SFO,76123,388.8044048661271,2772,2,2024,3
JAX,SJC,213011,335.76523964870523,2755,1,2024,3
JAX,SLC,423,443.9723072011858,2175,1,2024,3
JAX,SMF,20563,302.72549114711404,2719,1,2024,3
JAX,STL,4673,153.63646555740175,1184,1,2024,3
JAX,TPA,10249,411.0161991840363,1937,2,2024,3
JAX,TUS,2317,347.9668797944506,2293,1,2024,3
LAS,LAX,21843,516.4981598253461,3259,2,2024,3
LAS,MCI,3734,260.0526615115717,1917,2,2024,3
LAS,MCO,1650,390.68569585926446,2519,2,2024,3
LAS,MKE,31705,280.4641261255023,1595,1,2024,3
LAS,MSP,3715,370.1412338172871,1848,1,2024,3
LAS,MSY,6191,384.31211316858105,2347,1,2024,3
LAS,OAK,3000,626.0225489952192,3355,2,2024,3
LAS,OMA,3215,387.9251434757666,1930,1,2024,3
LAS,ONT,9827,524.6684361160563,3223,1,2024,3
LAS,PDX,49,314.9863706744727,3253,2,2024,3
LAS,PHX,21780,507.2284143265035,2954,2,2024,3
LAS,PIT,16711,263.89138628947023,1924,2,2024,3
LAS,RDU,1575,268.2472968325976,2157,1,2024,3
LAS,RNO,14708,293.0466399059408,3037,1,2024,3
LAS,RSW,16852,343.99909989817155,2647,2,2024,3
LAS,SAN,8709,565.7172093744938,3237,1,2024,3
LAS,SAT,1541,464.7142467420048,2556,1,2024,3
LAS,SEA,7711,537.5979631732944,3235,1,2024,3
LAS,SFO,6834,349.3645250968468,3360,2,2024,3
LAS,SJC,20086,343.837819064353,3343,2,2024,3
LAS,SLC,1465,373.56877035311567,2763,2,2024,3
LAS,SMF,3248,601.7094569924166,3307,1,2024,3
LAS,STL,235,199.99764436042526,1772,2,2024,3
LAS,TPA,5555,471.4711897641874,2525,1,2024,3
LAS,TUS,361,350.57129945579135,2881,2,2024,3
LAX,MCI,1284,413.25587926163934,2148,1,2024,3
LAX,MCO,13999,363.7346931793561,2750,2,2024,3
LAX,MKE,3016,237.04713911379346,1826,2,2024,3
LAX,MSP,4413,295.3625295282605,2079,2,2024,3
LAX,MSY,6115,286.89022001065734,2578,1,2024,3
LAX,OAK,43,561.3460601519955,3586,2,2024,3
LAX,OMA,5315,234.285353905588,2161,2,2024,3
LAX,ONT,13538,630.7767690364573,3454,1,2024,3
LAX,PDX,936,534.5477222594278,3484,2,2024,3
LAX,PHX,7267,396.3825073832559,3185,2,2024,3
LAX,PIT,1880,286.2015880619453,2155,2,2024,3
LAX,RDU,1838,437.16323199801104,2388,2,2024,3
LAX,RNO,5070,309.55964468709055,3268,2,2024,3
LAX,RSW,2466,542.2246930702953,2878,2,2024,3
LAX,SAN,5091,418.35953189372697,3468,1,2024,3
LAX,SAT,1503,379.8986621949092,2787,2,2024,3
LAX,SEA,2558,640.2530635637165,3466,2,2024,3
LAX,SFO,5981,503.5491787381956,3591,1,2024,3
LAX,SJC,5393,479.768055745515,3574,1,2024,3
LAX,SLC,6006,448.1825683825694,2994,2,2024,3
LAX,SMF,1683,572.3997993431489,3538,1,2024,3
LAX,STL,17165,427.65324287133024,2003,1,2024,3
LAX,TPA,25765,556.0865482299799,2756,1,2024,3
LAX,TUS,1597,561.2523973558236,3112,2,2024,3
MCI,MCO,2511,161.7126474189089,1408,2,2024,3
MCI,MKE,4037,113.07149201680774,484,2,2024,3
MCI,MSP,9940,120.04217944901988,737,2,2024,3
MCI,MSY,1882,260.6032096701388,1236,2,2024,3
MCI,OAK,3232,433.5004754101981,2244,1,2024,3
MCI,OMA,10258,159.81995673702954,819,1,2024,3
MCI,ONT,730,264.77948135144254,2112,2,2024,3
MCI,PDX,392,248.48155316564478,2142,2,2024,3
MCI,PHX,13758,350.03446939773016,1843,2,2024,3
MCI,PIT,677,187.48464615774645,813,2,2024,3
MCI,RDU,47410,247.86442981016103,1046,2,2024,3
MCI,RNO,1783,221.86265050220575,1926,2,2024,3
MCI,RSW,3160,214.1858528087186,1536,1,2024,3
MCI,SAN,2863,333.89027360528394,2126,2,2024,3
MCI,SAT,907,251.26918188580942,1445,2,2024,3
MCI,SEA,3919,448.41731884944636,2124,2,2024,3
MCI,SFO,2719,397.3017764118159,2249,2,2024,3
MCI,SJC,11797,355.0389886291132,2232,1,2024,3
MCI,SLC,11847,198.70126825014484,1652,2,2024,3
MCI,SMF,11068,249.61389637910642,2196,2,2024,3
MCI,STL,9801,92.33989730445795,661,2,2024,3
MCI,TPA,4700,214.9517119257676,1414,2,2024,3
MCI,TUS,41196,183.96415311019103,1770,2,2024,3
MCO,MKE,5165,248.41760665738937,1086,2,2024,3
MCO,MSP,4354,298.9229985543161,1339,1,2024,3
MCO,MSY,2886,275.5394496494162,1838,2,2024,3
MCO,OAK,37698,294.6406809422506,2846,2,2024,3
MCO,OMA,3455,286.22515243416234,1421,2,2024,3
MCO,ONT,343,280.36080221464744,2714,1,2024,3
MCO,PDX,4162,557.6230239072288,2744,2,2024,3
MCO,PHX,5702,340.8398151623639,2445,2,2024,3
MCO,PIT,2297,263.3052147329648,1415,1,2024,3
MCO,RDU,2504,288.05536915231085,1648,2,2024,3
MCO,RNO,8517,357.0817871336281,2528,2,2024,3
MCO,RSW,22310,278.3331763493463,2138,2,2024,3
MCO,SAN,2839,406.0358182976632,2728,1,2024,3
MCO,SAT,8120,374.33259199447343,2047,2,2024,3
MCO,SEA,1152,304.4941854178129,2726,1,2024,3
MCO,SFO,92678,440.6361367628452,2851,2,2024,3
MCO,SJC,83951,296.8475153177024,2834,2,2024,3
MCO,SLC,4075,431.2290404148019,2254,2,2024,3
MCO,SMF,146,283.5798734991725,2798,2,2024,3
MCO,STL,40244,212.93469816385243,1263,2,2024,3
MCO,TPA,2119,428.6849813534506,2016,2,2024,3
MCO,TUS,9753,488.9571773915868,2372,1,2024,3
MKE,MSP,367,104.74975151154317,415,2,2024,3
MKE,MSY,8069,121.11173105957901,914,2,2024,3
MKE,OAK,7642,366.47322922416714,1922,2,2024,3
MKE,OMA,4151,118.57786213851858,497,1,2024,3
MKE,ONT,11875,326.5726454812358,1790,2,2024,3
MKE,PDX,579,309.2151182898558,1820,1,2024,3
MKE,PHX,2522,164.4452998642536,1521,2,2024,3
MKE,PIT,4030,156.94884634687173,491,2,2024,3
MKE,RDU,618,131.04015054767922,724,1,2024,3
MKE,RNO,9990,311.12345801729333,1604,2,2024,3
MKE,RSW,2095,212.25646710982144,1214,2,2024,3
MKE,SAN,3653,211.79886330914835,1804,2,2024,3
MKE,SAT,12318,276.1430373196375,1123,2,2024,3
MKE,SEA,3074,348.45659964113054,1802,2,2024,3
MKE,SFO,33927,403.5065998212598,1927,1,2024,3
MKE,SJC,1639,324.3461008175193,1910,2,2024,3
MKE,SLC,1444,241.30393315480424,1330,2,2024,3
MKE,SMF,13207,336.81179963265674,1874,2,2024,3
MKE,STL,4121,79.49754428726851,339,2,2024,3
MKE,TPA,964,131.94467749078387,1092,2,2024,3
MKE,TUS,2190,326.7717952063425,1448,2,2024,3
MSP,MSY,11294,199.40732849892504,1167,2,2024,3
MSP,OAK,45633,287.9850212140456,2175,2,2024,3
MSP,OMA,4717,198.13856188372407,750,1,2024,3
MSP,ONT,3037,390.87814549400895,2043,2,2024,3
MSP,PDX,16075,328.0480049817356,2073,2,2024,3
MSP,PHX,616,253.7453824726271,1774,1,2024,3
MSP,PIT,6960,120.56921496551033,744,2,2024,3
MSP,RDU,81,225.55706711021145,977,1,2024,3
MSP,RNO,5437,263.4960011802093,1857,2,2024,3
MSP,RSW,11191,185.64124056625155,1467,1,2024,3
MSP,SAN,24133,335.8078616273255,2057,2,2024,3
MSP,SAT,1893,172.58936502317317,1376,1,2024,3
MSP,SEA,3569,207.62276069475325,2055,2,2024,3
MSP,SFO,1464,460.68892446574307,2180,2,2024,3
MSP,SJC,4246,292.02620452048563,2163,2,2024,3
MSP,SLC,11177,310.39235409361055,1583,1,2024,3
MSP,SMF,720,316.87066887714724,2127,2,2024,3
MSP,STL,24191,163.81838930067374,592,2,2024,3
MSP,TPA,925,210.71354329964126,1345,1,2024,3
MSP,TUS,1646,297.9583090997739,1701,2,2024,3
MSY,OAK,34068,282.8941545245559,2674,2,2024,3
MSY,OMA,1160,264.7421341432163,1249,2,2024,3
MSY,ONT,8833,518.9894582352591,2542,2,2024,3
MSY,PDX,10702,336.13459753082793,2572,1,2024,3
MSY,PHX,423,421.91323598942273,2273,2,2024,3
MSY,PIT,80505,198.24876655690173,1243,1,2024,3
MSY,RDU,428250,309.3385882956848,1476,2,2024,3
MSY,RNO,2493,478.05063764740214,2356,2,2024,3
MSY,RSW,59599,366.8882121189048,1966,1,2024,3
MSY,SAN,14199,305.42098230931185,2556,2,2024,3
MSY,SAT,1598,266.3342999393654,1875,1,2024,3
MSY,SEA,7799,456.8809555045234,2554,2,2024,3
MSY,SFO,12977,541.496192813978,2679,2,2024,3
MSY,SJC,784,490.9726529370602,2662,1,2024,3
MSY,SLC,2257,302.0840118008613,2082,2,2024,3
MSY,SMF,413,461.4740025496316,2626,1,2024,3
MSY,STL,2361,205.7321382278433,1091,1,2024,3
MSY,TPA,4077,345.81774946372906,1844,1,2024,3
MSY,TUS,1498,264.82900971123684,2200,1,2024,3
OAK,OMA,159,258.39555981545305,2257,1,2024,3
OAK,ONT,20916,393.0896376748356,3550,2,2024,3
OAK,PDX,11416,593.8226848180699,3580,1,2024,3
OAK,PHX,2240,399.51409284176606,3281,2,2024,3
OAK,PIT,24847,456.1292718410089,2251,2,2024,3
OAK,RDU,5969,431.3462827407877,2484,2,2024,3
OAK,RNO,280,428.91872613696404,3364,2,2024,3
OAK,RSW,7446,487.0491773354443,2974,2,2024,3
OAK,SAN,1569,360.4967653792488,3564,1,2024,3
OAK,SAT,40262,367.69109296458225,2883,2,2024,3
OAK,SEA,755,355.82100453655033,3562,2,2024,3
OAK,SFO,25752,716.7754080495863,3687,2,2024,3
OAK,SJC,21561,421.3485959565662,3670,2,2024,3
OAK,SLC,35430,547.3563737210275,3090,2,2024,3
OAK,SMF,950,508.25260826011,3634,1,2024,3
OAK,STL,959,227.61813503432973,2099,2,2024,3
OAK,TPA,2855,506.11040516122074,2852,1,2024,3
OAK,TUS,1008,451.5680383227078,3208,2,2024,3
OMA,ONT,427,263.60123704445914,2125,2,2024,3
OMA,PDX,1521,282.3156136979709,2155,2,2024,3
OMA,PHX,5505,322.60314986924226,1856,2,2024,3
OMA,PIT,4476,113.40082279833476,826,1,2024,3
OMA,RDU,1776,208.81905239407163,1059,2,2024,3
OMA,RNO,2684,344.5314740409205,1939,2,2024,3
OMA,RSW,13625,298.459882965592,1549,2,2024,3
OMA,SAN,720,291.4459517259533,2139,2,2024,3
OMA,SAT,18565,327.85377572688566,1458,2,2024,3
OMA,SEA,6062,252.4645440355562,2137,1,2024,3
OMA,SFO,9226,277.11538713317174,2262,2,2024,3
OMA,SJC,6724,402.7351891655528,2245,2,2024,3
OMA,SLC,2859,291.35194319176395,1665,2,2024,3
OMA,SMF,3779,334.04888629976153,2209,1,2024,3
OMA,STL,21788,111.35695558436959,674,2,2024,3
OMA,TPA,2444,327.7904148800574,1427,2,2024,3
OMA,TUS,3894,204.33153800499107,1783,1,2024,3
ONT,PDX,3105,663.9368706771261,3448,2,2024,3
ONT,PHX,2095,547.1550818413268,3149,2,2024,3
ONT,PIT,362,356.4832479363229,2119,2,2024,3
ONT,RDU,580,422.35750145211904,2352,2,2024,3
ONT,RNO,11351,376.2868192948992,3232,1,2024,3
ONT,RSW,1245,358.44488521246217,2842,2,2024,3
ONT,SAN,1431,346.38971554070065,3432,2,2024,3
ONT,SAT,11222,470.7015829340017,2751,2,2024,3
ONT,SEA,37550,674.4864894540839,3430,1,2024,3
ONT,SFO,8536,689.2438625408591,3555,2,2024,3
ONT,SJC,8189,408.2286675194084,3538,2,2024,3
ONT,SLC,14858,452.4047974612958,2958,2,2024,3
ONT,SMF,15268,468.77771853390664,3502,1,2024,3
ONT,STL,20172,261.7502874031061,1967,2,2024,3
ONT,TPA,139859,533.0866143658022,2720,2,2024,3
ONT,TUS,2853,504.7033716947719,3076,2,2024,3
PDX,PHX,35684,545.5497912405748,3179,2,2024,3
PDX,PIT,80126,446.1256621902825,2149,2,2024,3
PDX,RDU,1277,456.6734150644952,2382,2,2024,3
PDX,RNO,2257,415.32302447934325,3262,2,2024,3
PDX,RSW,3768,293.98346173151464,2872,2,2024,3
PDX,SAN,1925,569.7632429505663,3462,2,2024,3
PDX,SAT,35172,317.564296785896,2781,2,2024,3
PDX,SEA,13202,628.6250151496067,3460,2,2024,3
PDX,SFO,6718,378.56350464800914,3585,2,2024,3
PDX,SJC,792,531.7160849974409,3568,2,2024,3
